accession	contig	region_number	max_mibig_similarity	top_mibig_hit	top_mibig_description	top_mibig_cluster_type	top_hit_blast_score	top_hit_n_homologous_genes	top_hit_core_gene_hits	novelty_category
GCF_028613635.1	NZ_JAQRMY010000003.1	1	0				0.0	0	0	novel
GCF_028613635.1	NZ_JAQRMY010000004.1	1	0				0.0	0	0	novel
GCF_028816435.1	NZ_CP118245.1	1	0				0.0	0	0	novel
GCF_028816435.1	NZ_CP118245.1	2	100	BGC0001680	N-acyl alanine	Other	178.0	1	1	known
GCF_028816435.1	NZ_CP118245.1	3	0				0.0	0	0	novel
GCF_028816435.1	NZ_CP118245.1	4	100	BGC0000856	ectoine	Other	1232.0	4	1	known
GCF_028816435.1	NZ_CP118245.1	5	0				0.0	0	0	novel
GCF_028816435.1	NZ_CP118245.1	6	0				0.0	0	0	novel
GCF_029201545.1	NZ_CP104007.1	1	0				0.0	0	0	novel
GCF_029201545.1	NZ_CP104007.1	2	100	BGC0000656	zeaxanthin	Terpene	1297.0	3	2	known
GCF_029201545.1	NZ_CP104007.1	3	0				0.0	0	0	novel
GCF_029201545.1	NZ_CP104007.1	4	0				0.0	0	0	novel
GCF_029201545.1	NZ_CP104007.1	5	0				0.0	0	0	novel
GCF_029201565.1	NZ_CP104002.1	1	100	BGC0000656	zeaxanthin	Terpene	1291.0	3	2	known
GCF_029201565.1	NZ_CP104002.1	2	0				0.0	0	0	novel
GCF_029201565.1	NZ_CP104002.1	3	0				0.0	0	0	novel
GCF_029201565.1	NZ_CP104002.1	4	0				0.0	0	0	novel
GCF_030159855.1	NZ_BSNG01000001.1	1	0				0.0	0	0	novel
GCF_030159855.1	NZ_BSNG01000001.1	2	0				0.0	0	0	novel
GCF_030159855.1	NZ_BSNG01000001.1	3	0				0.0	0	0	novel
GCF_030159855.1	NZ_BSNG01000003.1	1	0				0.0	0	0	novel
GCF_030160115.1	NZ_BSNS01000002.1	1	6	BGC0002656	oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B	Polyketide	552.0	2	0	related
GCF_030160115.1	NZ_BSNS01000007.1	1	0				0.0	0	0	novel
GCF_030160115.1	NZ_BSNS01000007.1	2	0				0.0	0	0	novel
GCF_030160115.1	NZ_BSNS01000008.1	1	0				0.0	0	0	novel
GCF_030160115.1	NZ_BSNS01000011.1	1	0				0.0	0	0	novel
GCF_030160115.1	NZ_BSNS01000020.1	1	0				0.0	0	0	novel
GCF_030160115.1	NZ_BSNS01000024.1	1	0				0.0	0	0	novel
GCF_030177755.1	NZ_CP126539.1	1	0				0.0	0	0	novel
GCF_030177755.1	NZ_CP126539.1	2	0				0.0	0	0	novel
GCF_030177755.1	NZ_CP126539.1	3	100	BGC0000856	ectoine	Other	1247.0	4	1	known
GCF_030177755.1	NZ_CP126539.1	4	100	BGC0001680	N-acyl alanine	Other	176.0	1	1	known
GCF_030285925.1	NZ_CP127251.1	1	0				0.0	0	0	novel
GCF_030285925.1	NZ_CP127251.1	2	0				0.0	0	0	novel
GCF_032907385.1	NZ_JAIMBX010000001.1	1	0				0.0	0	0	novel
GCF_032907385.1	NZ_JAIMBX010000001.1	2	0				0.0	0	0	novel
GCF_032907385.1	NZ_JAIMBX010000002.1	1	100	BGC0001680	N-acyl alanine	Other	181.0	1	1	known
GCF_032907385.1	NZ_JAIMBX010000003.1	1	0				0.0	0	0	novel
GCF_032907385.1	NZ_JAIMBX010000003.1	2	0				0.0	0	0	novel
GCF_032907385.1	NZ_JAIMBX010000004.1	1	0				0.0	0	0	novel
GCF_037113415.1	NZ_CP146608.1	1	100	BGC0000856	ectoine	Other	1229.0	4	1	known
GCF_037113415.1	NZ_CP146608.1	2	0				0.0	0	0	novel
GCF_037113415.1	NZ_CP146608.1	3	0				0.0	0	0	novel
GCF_037113415.1	NZ_CP146608.1	4	0				0.0	0	0	novel
GCF_037113415.1	NZ_CP146608.1	5	0				0.0	0	0	novel
GCF_037113415.1	NZ_CP146608.1	6	22	BGC0001098	iturin	NRP+Polyketide	377.0	2	0	related
GCF_040223715.1	NZ_JAVKFR010000006.1	1	0				0.0	0	0	novel
GCF_040223715.1	NZ_JAVKFR010000010.1	1	0				0.0	0	0	novel
GCF_040223715.1	NZ_JAVKFR010000020.1	1	0				0.0	0	0	novel
GCF_040223715.1	NZ_JAVKFR010000022.1	1	100	BGC0000856	ectoine	Other	1224.0	4	1	known
GCF_040223715.1	NZ_JAVKFR010000024.1	1	0				0.0	0	0	novel
GCF_040223715.1	NZ_JAVKFR010000033.1	1	0				0.0	0	0	novel
GCF_040223715.1	NZ_JAVKFR010000033.1	2	0				0.0	0	0	novel
GCF_040223715.1	NZ_JAVKFR010000034.1	1	0				0.0	0	0	novel
GCF_040546795.1	NZ_JBEPOL010000001.1	1	0				0.0	0	0	novel
GCF_040546795.1	NZ_JBEPOL010000002.1	1	0				0.0	0	0	novel
GCF_040546795.1	NZ_JBEPOL010000003.1	1	0				0.0	0	0	novel
GCF_040546795.1	NZ_JBEPOL010000004.1	1	0				0.0	0	0	novel
GCF_040546795.1	NZ_JBEPOL010000007.1	1	0				0.0	0	0	novel
GCF_040546795.1	NZ_JBEPOL010000008.1	1	0				0.0	0	0	novel
GCF_040546795.1	NZ_JBEPOL010000009.1	1	0				0.0	0	0	novel
GCF_040546795.1	NZ_JBEPOL010000012.1	1	0				0.0	0	0	novel
GCF_040546815.1	NZ_JBEPOO010000001.1	1	0				0.0	0	0	novel
GCF_040546815.1	NZ_JBEPOO010000001.1	2	0				0.0	0	0	novel
GCF_042181575.1	NZ_CP170082.1	1	0				0.0	0	0	novel
GCF_042181575.1	NZ_CP170082.1	2	0				0.0	0	0	novel
GCF_042181575.1	NZ_CP170082.1	3	0				0.0	0	0	novel
GCF_042181575.1	NZ_CP170082.1	4	31	BGC0001380	salecan	Saccharide	1517.0	5	0	related
GCF_042181575.1	NZ_CP170082.1	5	0				0.0	0	0	novel
GCF_042181575.1	NZ_CP170082.1	6	100	BGC0000856	ectoine	Other	1225.0	4	1	known
GCF_042181575.1	NZ_CP170082.1	7	0				0.0	0	0	novel
GCF_042181575.1	NZ_CP170084.1	1	0				0.0	0	0	novel
GCF_042181575.1	NZ_CP170085.1	1	0				0.0	0	0	novel
GCF_042431865.1	NZ_JBHLYO010000001.1	1	0				0.0	0	0	novel
GCF_042431865.1	NZ_JBHLYO010000004.1	1	0				0.0	0	0	novel
GCF_042431865.1	NZ_JBHLYO010000010.1	1	0				0.0	0	0	novel
GCF_042431865.1	NZ_JBHLYO010000011.1	1	6	BGC0002656	oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B	Polyketide	552.0	2	0	related
GCF_042431865.1	NZ_JBHLYO010000012.1	1	0				0.0	0	0	novel
GCF_042431865.1	NZ_JBHLYO010000015.1	1	0				0.0	0	0	novel
GCF_042431865.1	NZ_JBHLYO010000020.1	1	0				0.0	0	0	novel
GCF_042648785.1	NZ_JBHRYD010000001.1	1	0				0.0	0	0	novel
GCF_042648785.1	NZ_JBHRYD010000001.1	2	0				0.0	0	0	novel
GCF_042648785.1	NZ_JBHRYD010000007.1	1	0				0.0	0	0	novel
GCF_042648785.1	NZ_JBHRYD010000007.1	2	80	BGC0001185	bacillibactin	NRP:NRP siderophore	1328.0	4	2	known
GCF_042679405.1	NZ_JBHTMH010000001.1	1	0				0.0	0	0	novel
GCF_042679405.1	NZ_JBHTMH010000001.1	2	0				0.0	0	0	novel
GCF_042679405.1	NZ_JBHTMH010000001.1	3	0				0.0	0	0	novel
GCF_042679405.1	NZ_JBHTMH010000003.1	1	27	BGC0002494	vibriobactin	NRP	934.0	3	0	related
GCF_042685625.1	NZ_JBHUNP010000001.1	1	100	BGC0000656	zeaxanthin	Terpene	1321.0	3	2	known
GCF_042685625.1	NZ_JBHUNP010000001.1	2	0				0.0	0	0	novel
GCF_042685625.1	NZ_JBHUNP010000001.1	3	0				0.0	0	0	novel
GCF_044987315.1	NZ_JBJDRE010000003.1	1	0				0.0	0	0	novel
GCF_044987315.1	NZ_JBJDRE010000009.1	1	0				0.0	0	0	novel
GCF_044987315.1	NZ_JBJDRE010000010.1	1	0				0.0	0	0	novel
GCF_044987315.1	NZ_JBJDRE010000012.1	1	0				0.0	0	0	novel
GCF_046614475.1	NZ_JBKJHF010000001.1	1	0				0.0	0	0	novel
GCF_046614475.1	NZ_JBKJHF010000001.1	2	0				0.0	0	0	novel
GCF_046614475.1	NZ_JBKJHF010000001.1	3	0				0.0	0	0	novel
GCF_046614475.1	NZ_JBKJHF010000002.1	1	0				0.0	0	0	novel
GCF_046614475.1	NZ_JBKJHF010000003.1	1	0				0.0	0	0	novel
GCF_048261455.1	NZ_JBLXGA010000001.1	1	100	BGC0000656	zeaxanthin	Terpene	1272.0	3	2	known
GCF_048261455.1	NZ_JBLXGA010000002.1	1	8	BGC0000433	surfactin	NRP:Lipopeptide	350.0	2	0	related
GCF_048261455.1	NZ_JBLXGA010000003.1	1	0				0.0	0	0	novel
GCF_048261455.1	NZ_JBLXGA010000004.1	1	0				0.0	0	0	novel
GCF_048261455.1	NZ_JBLXGA010000009.1	1	0				0.0	0	0	novel
GCF_048261455.1	NZ_JBLXGA010000019.1	1	0				0.0	0	0	novel
GCF_049354815.1	NZ_CP186479.1	1	0				0.0	0	0	novel
GCF_049354815.1	NZ_CP186479.1	2	0				0.0	0	0	novel
GCF_049354815.1	NZ_CP186479.1	3	0				0.0	0	0	novel
GCF_051302775.1	NZ_JBNMEO010000001.1	1	0				0.0	0	0	novel
GCF_051302775.1	NZ_JBNMEO010000006.1	1	100	BGC0001680	N-acyl alanine	Other	177.0	1	1	known
GCF_051302775.1	NZ_JBNMEO010000008.1	1	100	BGC0000856	ectoine	Other	1236.0	4	1	known
GCF_051302775.1	NZ_JBNMEO010000017.1	1	0				0.0	0	0	novel
GCF_051302775.1	NZ_JBNMEO010000091.1	1	0				0.0	0	0	novel
GCF_051302775.1	NZ_JBNMEO010000093.1	1	0				0.0	0	0	novel
GCF_053550215.1	NZ_JBMQPQ010000006.1	1	0				0.0	0	0	novel
GCF_053550215.1	NZ_JBMQPQ010000012.1	1	0				0.0	0	0	novel
GCF_053550215.1	NZ_JBMQPQ010000013.1	1	0				0.0	0	0	novel
GCF_053550215.1	NZ_JBMQPQ010000014.1	1	10	BGC0001215	conglobatin	NRP	835.0	2	0	related
GCF_054482695.1	NZ_JBTLRJ010000001.1	1	0				0.0	0	0	novel
GCF_054482695.1	NZ_JBTLRJ010000001.1	2	0				0.0	0	0	novel
GCF_054482695.1	NZ_JBTLRJ010000001.1	3	9	BGC0000799	colanic acid	Saccharide	790.0	2	0	related
GCF_054482695.1	NZ_JBTLRJ010000002.1	1	80	BGC0000860	ectoine	Other	1393.0	4	1	known
GCF_054482695.1	NZ_JBTLRJ010000002.1	2	0				0.0	0	0	novel
GCF_054482695.1	NZ_JBTLRJ010000003.1	1	0				0.0	0	0	novel
GCF_054482695.1	NZ_JBTLRJ010000003.1	2	0				0.0	0	0	novel
GCF_054482695.1	NZ_JBTLRJ010000005.1	1	0				0.0	0	0	novel
GCF_054489345.1	NZ_JBTMWV010000001.1	1	0				0.0	0	0	novel
GCF_054489345.1	NZ_JBTMWV010000025.1	1	8	BGC0000761	exopolysaccharide	Saccharide	606.0	2	0	related
GCF_054489345.1	NZ_JBTMWV010000039.1	1	0				0.0	0	0	novel
GCF_054489345.1	NZ_JBTMWV010000004.1	1	0				0.0	0	0	novel
GCF_054489345.1	NZ_JBTMWV010000006.1	1	0				0.0	0	0	novel
GCF_054489345.1	NZ_JBTMWV010000009.1	1	0				0.0	0	0	novel
GCF_054489375.1	NZ_JBTMWU010000001.1	1	0				0.0	0	0	novel
GCF_054489375.1	NZ_JBTMWU010000001.1	2	0				0.0	0	0	novel
GCF_054489375.1	NZ_JBTMWU010000011.1	1	0				0.0	0	0	novel
GCF_054489375.1	NZ_JBTMWU010000002.1	1	0				0.0	0	0	novel
GCF_054489375.1	NZ_JBTMWU010000004.1	1	8	BGC0000761	exopolysaccharide	Saccharide	608.0	2	0	related
GCF_054489375.1	NZ_JBTMWU010000004.1	2	0				0.0	0	0	novel
GCF_054605195.1	NZ_JBTSEP010000003.1	1	0				0.0	0	0	novel
GCF_054605195.1	NZ_JBTSEP010000004.1	1	0				0.0	0	0	novel
GCF_054605195.1	NZ_JBTSEP010000009.1	1	0				0.0	0	0	novel
GCF_054605195.1	NZ_JBTSEP010000011.1	1	0				0.0	0	0	novel
GCF_054605195.1	NZ_JBTSEP010000065.1	1	0				0.0	0	0	novel
GCF_055397495.1	NZ_AP027921.1	1	0				0.0	0	0	novel
GCF_055397495.1	NZ_AP027921.1	2	0				0.0	0	0	novel
GCF_055397495.1	NZ_AP027921.1	3	0				0.0	0	0	novel
GCF_055397495.1	NZ_AP027921.1	4	0				0.0	0	0	novel
GCF_055633315.1	NZ_JBVKGV010000020.1	1	0				0.0	0	0	novel
GCF_055633315.1	NZ_JBVKGV010000026.1	1	0				0.0	0	0	novel
GCF_055633315.1	NZ_JBVKGV010000033.1	1	0				0.0	0	0	novel
GCF_055633315.1	NZ_JBVKGV010000043.1	1	0				0.0	0	0	novel
GCF_055633315.1	NZ_JBVKGV010000086.1	1	0				0.0	0	0	novel
GCF_055808475.1	NZ_CM147870.1	1	100	BGC0001680	N-acyl alanine	Other	178.0	1	1	known
GCF_055808475.1	NZ_CM147870.1	2	0				0.0	0	0	novel
GCF_055808475.1	NZ_CM147870.1	3	0				0.0	0	0	novel
GCF_055808475.1	NZ_CM147870.1	4	0				0.0	0	0	novel
GCF_055808475.1	NZ_CM147870.1	5	100	BGC0000856	ectoine	Other	1232.0	4	1	known
GCF_055808475.1	NZ_CM147870.1	6	0				0.0	0	0	novel
GCF_055808595.1	NZ_CM147875.1	1	0				0.0	0	0	novel
GCF_055808595.1	NZ_CM147875.1	2	0				0.0	0	0	novel
GCF_055808595.1	NZ_CM147875.1	3	0				0.0	0	0	novel
GCF_055808595.1	NZ_CM147875.1	4	0				0.0	0	0	novel
GCF_055808595.1	NZ_CM147875.1	5	0				0.0	0	0	novel
GCF_056341075.1	NZ_CP094375.1	1	0				0.0	0	0	novel
GCF_056341075.1	NZ_CP094375.1	2	0				0.0	0	0	novel
GCF_056341075.1	NZ_CP094375.1	3	0				0.0	0	0	novel
GCF_056341075.1	NZ_CP094375.1	4	0				0.0	0	0	novel
GCF_056402875.1	NZ_JBFUGO010000004.1	1	0				0.0	0	0	novel
GCF_056402875.1	NZ_JBFUGO010000008.1	1	0				0.0	0	0	novel
GCF_056402875.1	NZ_JBFUGO010000010.1	1	0				0.0	0	0	novel
GCF_056403495.1	NZ_JBFUFI010000005.1	1	0				0.0	0	0	novel
GCF_056403495.1	NZ_JBFUFI010000008.1	1	0				0.0	0	0	novel
GCF_056403495.1	NZ_JBFUFI010000016.1	1	0				0.0	0	0	novel
GCF_056405135.1	NZ_JBFUCQ010000002.1	1	0				0.0	0	0	novel
GCF_056405135.1	NZ_JBFUCQ010000005.1	1	0				0.0	0	0	novel
GCF_056405135.1	NZ_JBFUCQ010000009.1	1	0				0.0	0	0	novel
GCF_057657195.1	NZ_JBDGIY010000001.1	1	0				0.0	0	0	novel
GCF_057657195.1	NZ_JBDGIY010000001.1	2	0				0.0	0	0	novel
GCF_057657195.1	NZ_JBDGIY010000001.1	3	0				0.0	0	0	novel
GCF_057657195.1	NZ_JBDGIY010000001.1	4	0				0.0	0	0	novel
GCF_057657195.1	NZ_JBDGIY010000001.1	5	0				0.0	0	0	novel
GCF_058133495.1	NZ_JBYUNO010000001.1	1	25	BGC0001380	salecan	Saccharide	1103.0	4	0	related
GCF_058133495.1	NZ_JBYUNO010000001.1	2	0				0.0	0	0	novel
GCF_058133495.1	NZ_JBYUNO010000002.1	1	0				0.0	0	0	novel
GCF_058133495.1	NZ_JBYUNO010000003.1	1	0				0.0	0	0	novel
GCF_058133495.1	NZ_JBYUNO010000003.1	2	100	BGC0000656	zeaxanthin	Terpene	1318.0	3	2	known
GCF_058133665.1	NZ_JBYUNQ010000001.1	1	100	BGC0000656	zeaxanthin	Terpene	1328.0	3	2	known
GCF_058133665.1	NZ_JBYUNQ010000001.1	2	0				0.0	0	0	novel
GCF_058133665.1	NZ_JBYUNQ010000002.1	1	0				0.0	0	0	novel
GCF_058133665.1	NZ_JBYUNQ010000004.1	1	0				0.0	0	0	novel
GCF_058133665.1	NZ_JBYUNQ010000005.1	1	25	BGC0001380	salecan	Saccharide	1100.0	4	0	related
GCF_058806655.1	NZ_JBXAPX010000002.1	1	33	BGC0000323	cichofactin A/cichofactin B	NRP:Lipopeptide	849.0	2	0	related
GCF_058806655.1	NZ_JBXAPX010000002.1	2	7	BGC0001543	chejuenolide A/chejuenolide B	Polyketide	642.0	2	0	related
GCF_058806655.1	NZ_JBXAPX010000004.1	1	0				0.0	0	0	novel
GCF_058806655.1	NZ_JBXAPX010000004.1	2	0				0.0	0	0	novel
GCF_058806655.1	NZ_JBXAPX010000005.1	1	7	BGC0001543	chejuenolide A/chejuenolide B	Polyketide	557.0	2	0	related
GCF_058806655.1	NZ_JBXAPX010000006.1	1	0				0.0	0	0	novel
GCF_058806655.1	NZ_JBXAPX010000006.1	2	0				0.0	0	0	novel
GCF_059070485.1	NZ_JCACVZ010000001.1	1	0				0.0	0	0	novel
GCF_059070485.1	NZ_JCACVZ010000001.1	2	0				0.0	0	0	novel
GCF_059070485.1	NZ_JCACVZ010000001.1	3	0				0.0	0	0	novel
GCF_059070485.1	NZ_JCACVZ010000001.1	4	0				0.0	0	0	novel
GCF_900110945.1	NZ_FOFL01000002.1	1	0				0.0	0	0	novel
GCF_900110945.1	NZ_FOFL01000002.1	2	0				0.0	0	0	novel
GCF_900110945.1	NZ_FOFL01000007.1	1	0				0.0	0	0	novel
GCF_900112505.1	NZ_FOMB01000021.1	1	0				0.0	0	0	novel
GCF_900112505.1	NZ_FOMB01000021.1	2	0				0.0	0	0	novel
GCF_900112505.1	NZ_FOMB01000051.1	1	0				0.0	0	0	novel
GCF_900112505.1	NZ_FOMB01000022.1	1	0				0.0	0	0	novel
GCF_900112505.1	NZ_FOMB01000001.1	1	0				0.0	0	0	novel
GCF_900112505.1	NZ_FOMB01000002.1	1	0				0.0	0	0	novel
GCF_900112505.1	NZ_FOMB01000007.1	1	0				0.0	0	0	novel
GCF_900112505.1	NZ_FOMB01000025.1	1	0				0.0	0	0	novel
GCF_900116545.1	NZ_FPCK01000004.1	1	0				0.0	0	0	novel
GCF_900116545.1	NZ_FPCK01000004.1	2	100	BGC0000656	zeaxanthin	Terpene	1327.0	3	2	known
GCF_900116545.1	NZ_FPCK01000003.1	1	100	BGC0000856	ectoine	Other	1222.0	4	1	known
GCF_900116545.1	NZ_FPCK01000001.1	1	0				0.0	0	0	novel
GCF_900116545.1	NZ_FPCK01000001.1	2	0				0.0	0	0	novel
GCF_900116545.1	NZ_FPCK01000001.1	3	0				0.0	0	0	novel
GCF_900128975.1	NZ_FQVC01000004.1	1	0				0.0	0	0	novel
GCF_900128975.1	NZ_FQVC01000005.1	1	0				0.0	0	0	novel
GCF_900128975.1	NZ_FQVC01000003.1	1	0				0.0	0	0	novel
GCF_900128975.1	NZ_FQVC01000002.1	1	0				0.0	0	0	novel
GCF_900128975.1	NZ_FQVC01000008.1	1	8	BGC0000433	surfactin	NRP:Lipopeptide	432.0	2	0	related
GCF_900128975.1	NZ_FQVC01000001.1	1	22	BGC0000025	avermectin	Polyketide	568.0	2	0	related
GCF_900128975.1	NZ_FQVC01000010.1	1	0				0.0	0	0	novel
GCF_900128975.1	NZ_FQVC01000010.1	2	100	BGC0000856	ectoine	Other	1205.0	4	1	known
GCF_900128975.1	NZ_FQVC01000014.1	1	0				0.0	0	0	novel
GCF_900177655.1	NZ_FXWK01000002.1	1	0				0.0	0	0	novel
GCF_900177655.1	NZ_FXWK01000002.1	2	0				0.0	0	0	novel
GCF_900177655.1	NZ_FXWK01000002.1	3	0				0.0	0	0	novel
GCF_900177655.1	NZ_FXWK01000001.1	1	100	BGC0000856	ectoine	Other	1233.0	4	1	known
GCF_900177655.1	NZ_FXWK01000001.1	2	0				0.0	0	0	novel
GCF_900177655.1	NZ_FXWK01000001.1	3	100	BGC0000656	zeaxanthin	Terpene	1326.0	3	2	known
GCF_900177655.1	NZ_FXWK01000001.1	4	0				0.0	0	0	novel
GCF_900177655.1	NZ_FXWK01000001.1	5	0				0.0	0	0	novel
GCF_900631955.1	NZ_UZWD01000022.1	1	27	BGC0002494	vibriobactin	NRP	934.0	3	0	related
GCF_900631955.1	NZ_UZWD01000029.1	1	0				0.0	0	0	novel
GCF_900631955.1	NZ_UZWD01000036.1	1	0				0.0	0	0	novel
GCF_900631955.1	NZ_UZWD01000040.1	1	0				0.0	0	0	novel
GCF_964252795.1	NZ_CAXUPH020000001.1	1	33	BGC0000323	cichofactin A/cichofactin B	NRP:Lipopeptide	848.0	2	0	related
GCF_964252795.1	NZ_CAXUPH020000001.1	2	18	BGC0000947	vibrioferrin	Other	479.0	2	0	related
GCF_964252795.1	NZ_CAXUPH020000003.1	1	0				0.0	0	0	novel
GCF_964252795.1	NZ_CAXUPH020000003.1	2	0				0.0	0	0	novel
GCF_964252795.1	NZ_CAXUPH020000005.1	1	0				0.0	0	0	novel
GCF_964252795.1	NZ_CAXUPH020000005.1	2	0				0.0	0	0	novel
GCF_964252865.1	NZ_CAXUPK020000002.1	1	0				0.0	0	0	novel
GCF_964252865.1	NZ_CAXUPK020000005.1	1	0				0.0	0	0	novel
GCF_964252865.1	NZ_CAXUPK020000005.1	2	0				0.0	0	0	novel
GCF_964252865.1	NZ_CAXUPK020000007.1	1	0				0.0	0	0	novel
GCF_965229025.1	NZ_OZ245853.1	1	0				0.0	0	0	novel
GCF_965229025.1	NZ_OZ245853.1	2	0				0.0	0	0	novel
GCF_965229025.1	NZ_OZ245853.1	3	0				0.0	0	0	novel
GCF_965229025.1	NZ_OZ245853.1	4	0				0.0	0	0	novel
GCF_977014175.1	NZ_CDRNJH010000001.1	1	0				0.0	0	0	novel
GCF_977014175.1	NZ_CDRNJH010000001.1	2	0				0.0	0	0	novel
GCF_977014175.1	NZ_CDRNJH010000001.1	3	10	BGC0001215	conglobatin	NRP	837.0	2	0	related
GCF_977014175.1	NZ_CDRNJH010000001.1	4	0				0.0	0	0	novel
